From	To	Neuropil	Synapses	Neuro Transmitter
720575940643315748	720575940632777320	IPS_R	160	GABA
720575940643315748	720575940632777320	GNG	34	GABA
720575940644791918	720575940632777320	SPS_R	39	ACH
720575940644791918	720575940632777320	AVLP_R	20	ACH
720575940644791918	720575940632777320	IPS_R	57	ACH
720575940644791918	720575940632777320	WED_R	25	ACH
720575940644791918	720575940632777320	LAL_R	25	ACH
720575940631698340	720575940632777320	PLP_R	2	GABA
720575940631698340	720575940632777320	AVLP_R	36	GABA
720575940631698340	720575940632777320	SPS_R	42	GABA
720575940631698340	720575940632777320	ICL_R	10	GABA
720575940631698340	720575940632777320	GOR_R	6	GABA
720575940631698340	720575940632777320	IB_R	5	ACH
720575940631698340	720575940632777320	PVLP_R	30	GABA
720575940624163303	720575940632777320	SPS_R	48	GABA
720575940624163303	720575940632777320	CAN_R	10	GABA
720575940624163303	720575940632777320	GNG	15	GABA
720575940624163303	720575940632777320	IPS_R	36	GABA
720575940624163303	720575940632777320	PLP_R	1	GABA
720575940624163303	720575940632777320	PVLP_R	2	GABA
720575940624163303	720575940632777320	IB_R	2	GABA
720575940624163303	720575940632777320	SPS_L	8	GLUT
720575940631335491	720575940632777320	GNG	3	ACH
720575940631335491	720575940632777320	IPS_R	115	ACH
720575940655842465	720575940632777320	SPS_R	33	ACH
720575940655842465	720575940632777320	LAL_R	5	ACH
720575940655842465	720575940632777320	IPS_R	46	ACH
720575940655842465	720575940632777320	WED_R	1	ACH
720575940655842465	720575940632777320	SPS_L	3	ACH
720575940655842465	720575940632777320	GNG	13	ACH
720575940629780858	720575940632777320	IPS_R	2	ACH
720575940629780858	720575940632777320	GOR_R	2	ACH
720575940629780858	720575940632777320	CAN_R	11	ACH
720575940629780858	720575940632777320	SPS_R	52	ACH
720575940629780858	720575940632777320	IB_R	8	ACH
720575940629780858	720575940632777320	ICL_R	3	ACH
720575940629780858	720575940632777320	PLP_R	1	ACH
720575940629780858	720575940632777320	SPS_L	4	ACH
720575940630847196	720575940632777320	LAL_R	1	ACH
720575940630847196	720575940632777320	IPS_R	42	ACH
720575940630847196	720575940632777320	GNG	6	ACH
720575940630847196	720575940632777320	SPS_R	33	ACH
720575940627360772	720575940632777320	GNG	12	GLUT
720575940627360772	720575940632777320	IPS_R	57	GLUT
720575940642752292	720575940632777320	SPS_R	54	GLUT
720575940642752292	720575940632777320	GOR_R	5	GLUT
720575940642752292	720575940632777320	IB_R	7	GLUT
720575940619625837	720575940632777320	PVLP_R	3	GLUT
720575940619625837	720575940632777320	PLP_R	1	GLUT
720575940619625837	720575940632777320	IPS_R	1	GLUT
720575940619625837	720575940632777320	GNG	1	GLUT
720575940619625837	720575940632777320	SPS_R	48	GLUT
720575940619625837	720575940632777320	IB_R	2	GLUT
720575940619625837	720575940632777320	SPS_L	1	GABA
720575940619625837	720575940632777320	CAN_R	6	GLUT
720575940619625837	720575940632777320	GOR_R	3	GABA
720575940623243402	720575940632777320	IPS_R	64	GABA
720575940630311383	720575940632777320	PLP_R	5	ACH
720575940630311383	720575940632777320	EPA_R	1	ACH
720575940630311383	720575940632777320	SPS_R	20	ACH
720575940630311383	720575940632777320	AVLP_R	3	ACH
720575940630311383	720575940632777320	GNG	11	ACH
720575940630311383	720575940632777320	PVLP_R	5	ACH
720575940630311383	720575940632777320	IPS_R	14	ACH
720575940630311383	720575940632777320	CAN_R	2	ACH
720575940630311383	720575940632777320	VES_R	1	ACH
720575940628348265	720575940632777320	GOR_R	2	ACH
720575940628348265	720575940632777320	PVLP_R	13	ACH
720575940628348265	720575940632777320	AVLP_R	27	ACH
720575940628348265	720575940632777320	LAL_R	1	ACH
720575940628348265	720575940632777320	ICL_R	2	ACH
720575940628348265	720575940632777320	PLP_R	4	ACH
720575940628348265	720575940632777320	SPS_R	12	ACH
720575940622302844	720575940632777320	IPS_R	54	GLUT
720575940622302844	720575940632777320	GNG	3	GLUT
720575940622695916	720575940632777320	SPS_R	34	GLUT
720575940622695916	720575940632777320	CAN_R	2	GLUT
720575940622695916	720575940632777320	ICL_R	9	GLUT
720575940622695916	720575940632777320	GOR_R	11	GLUT
720575940628083959	720575940632777320	GNG	2	GABA
720575940628083959	720575940632777320	IPS_R	53	GLUT
720575940610549060	720575940632777320	CAN_R	3	GLUT
720575940610549060	720575940632777320	IPS_R	1	GLUT
720575940610549060	720575940632777320	GOR_R	1	GLUT
720575940610549060	720575940632777320	IB_R	1	GLUT
720575940610549060	720575940632777320	SPS_R	45	GLUT
720575940610549060	720575940632777320	SPS_L	1	GLUT
720575940638573171	720575940632777320	IPS_R	40	GLUT
720575940638573171	720575940632777320	GNG	9	GLUT
720575940619636615	720575940632777320	GNG	1	ACH
720575940619636615	720575940632777320	IPS_R	48	ACH
720575940615723314	720575940632777320	AVLP_R	15	ACH
720575940615723314	720575940632777320	GOR_R	2	ACH
720575940615723314	720575940632777320	PVLP_R	6	ACH
720575940615723314	720575940632777320	PLP_R	5	ACH
720575940615723314	720575940632777320	SPS_R	7	ACH
720575940615723314	720575940632777320	ICL_R	11	ACH
720575940639123544	720575940632777320	GNG	45	ACH
720575940628613223	720575940632777320	ICL_R	3	ACH
720575940628613223	720575940632777320	SPS_R	27	ACH
720575940628613223	720575940632777320	CAN_R	1	ACH
720575940628613223	720575940632777320	GOR_R	2	ACH
720575940628613223	720575940632777320	SPS_L	11	ACH
720575940625450084	720575940632777320	GNG	7	GLUT
720575940625450084	720575940632777320	IPS_R	37	GLUT
720575940615429118	720575940632777320	ME_R	32	OCT
720575940615429118	720575940632777320	IPS_R	5	OCT
720575940622267201	720575940632777320	IPS_R	33	GABA
720575940622267201	720575940632777320	SPS_R	3	ACH
720575940627102280	720575940632777320	CAN_R	1	ACH
720575940627102280	720575940632777320	SPS_L	5	ACH
720575940627102280	720575940632777320	ICL_R	1	ACH
720575940627102280	720575940632777320	IB_R	2	ACH
720575940627102280	720575940632777320	SPS_R	24	ACH
720575940626784868	720575940632777320	GOR_R	1	GLUT
720575940626784868	720575940632777320	ICL_R	3	ACH
720575940626784868	720575940632777320	IB_R	1	ACH
720575940626784868	720575940632777320	SPS_L	1	ACH
720575940626784868	720575940632777320	SPS_R	25	ACH
720575940623506761	720575940632777320	AVLP_R	16	ACH
720575940623506761	720575940632777320	NO	2	ACH
720575940623506761	720575940632777320	PVLP_R	5	ACH
720575940623506761	720575940632777320	GNG	4	ACH
720575940623506761	720575940632777320	ICL_R	4	ACH
720575940635355804	720575940632777320	CAN_R	7	GABA
720575940635355804	720575940632777320	SPS_R	15	GABA
720575940635355804	720575940632777320	GNG	9	GABA
720575940630755858	720575940632777320	IPS_R	28	GABA
720575940623025413	720575940632777320	ME_R	22	OCT
720575940623025413	720575940632777320	IPS_R	5	SER
720575940624269706	720575940632777320	WED_R	1	ACH
720575940624269706	720575940632777320	GNG	1	ACH
720575940624269706	720575940632777320	SPS_R	16	ACH
720575940624269706	720575940632777320	GOR_R	1	ACH
720575940624269706	720575940632777320	CAN_R	6	ACH
720575940622717683	720575940632777320	CAN_R	3	ACH
720575940622717683	720575940632777320	SPS_R	21	GLUT
720575940636903013	720575940632777320	IPS_R	18	GABA
720575940636903013	720575940632777320	GNG	4	ACH
720575940629757036	720575940632777320	GOR_R	7	ACH
720575940629757036	720575940632777320	AVLP_R	6	ACH
720575940629757036	720575940632777320	PVLP_R	9	ACH
720575940640802163	720575940632777320	PLP_R	5	ACH
720575940640802163	720575940632777320	SPS_R	10	ACH
720575940640802163	720575940632777320	IPS_R	7	ACH
720575940631940377	720575940632777320	GNG	5	GLUT
720575940631940377	720575940632777320	SPS_R	16	GLUT
720575940624482062	720575940632777320	IPS_R	19	GLUT
720575940624482062	720575940632777320	GNG	2	GLUT
720575940629656023	720575940632777320	IPS_R	15	ACH
720575940629656023	720575940632777320	SPS_R	5	ACH
720575940624152051	720575940632777320	SPS_L	1	GLUT
720575940624152051	720575940632777320	SPS_R	13	ACH
720575940624152051	720575940632777320	GNG	6	ACH
720575940616766169	720575940632777320	PVLP_R	4	GLUT
720575940616766169	720575940632777320	AVLP_R	14	GLUT
720575940616766169	720575940632777320	GOR_R	2	ACH
720575940611772914	720575940632777320	GNG	2	ACH
720575940611772914	720575940632777320	IPS_R	10	ACH
720575940611772914	720575940632777320	LAL_R	2	ACH
720575940611772914	720575940632777320	SPS_R	3	ACH
720575940611772914	720575940632777320	SAD	2	ACH
720575940606584766	720575940632777320	IPS_R	19	ACH
720575940629056630	720575940632777320	AVLP_R	9	ACH
720575940629056630	720575940632777320	ICL_R	7	ACH
720575940629056630	720575940632777320	LAL_R	2	ACH
720575940628857210	720575940632777320	IPS_R	2	ACH
720575940628857210	720575940632777320	SPS_R	16	ACH
720575940629786624	720575940632777320	GNG	7	ACH
720575940629786624	720575940632777320	SPS_R	2	ACH
720575940629786624	720575940632777320	IPS_R	9	ACH
720575940625477322	720575940632777320	SPS_R	1	ACH
720575940625477322	720575940632777320	GNG	2	ACH
720575940625477322	720575940632777320	IPS_R	15	ACH
720575940631999685	720575940632777320	IPS_R	18	ACH
720575940626774037	720575940632777320	ICL_R	9	ACH
720575940626774037	720575940632777320	GOR_R	8	ACH
720575940615790310	720575940632777320	SPS_R	4	ACH
720575940615790310	720575940632777320	IPS_R	9	ACH
720575940615790310	720575940632777320	WED_R	2	ACH
720575940615790310	720575940632777320	EPA_R	2	ACH
720575940615378700	720575940632777320	SPS_R	10	ACH
720575940615378700	720575940632777320	GNG	2	ACH
720575940615378700	720575940632777320	CAN_R	5	ACH
720575940617932368	720575940632777320	GOR_R	6	ACH
720575940617932368	720575940632777320	SPS_R	5	ACH
720575940617932368	720575940632777320	AVLP_R	3	ACH
720575940617932368	720575940632777320	ICL_R	2	ACH
720575940617932368	720575940632777320	PVLP_R	1	ACH
720575940614808150	720575940632777320	SPS_R	3	ACH
720575940614808150	720575940632777320	GOR_R	13	ACH
720575940614808150	720575940632777320	AVLP_R	1	ACH
720575940626834698	720575940632777320	GNG	16	ACH
720575940626834698	720575940632777320	IPS_R	1	ACH
720575940616652006	720575940632777320	SPS_R	11	GLUT
720575940616652006	720575940632777320	CAN_R	5	GLUT
720575940617952034	720575940632777320	GNG	3	ACH
720575940617952034	720575940632777320	CAN_R	5	ACH
720575940617952034	720575940632777320	SPS_R	7	ACH
720575940626977947	720575940632777320	PLP_R	2	ACH
720575940626977947	720575940632777320	PVLP_R	1	ACH
720575940626977947	720575940632777320	AVLP_R	7	ACH
720575940626977947	720575940632777320	SPS_R	3	ACH
720575940626977947	720575940632777320	GOR_R	1	ACH
720575940637388004	720575940632777320	ICL_R	1	ACH
720575940637388004	720575940632777320	SPS_R	3	ACH
720575940637388004	720575940632777320	IPS_R	9	ACH
720575940637388004	720575940632777320	GNG	1	ACH
720575940628369930	720575940632777320	SPS_R	7	ACH
720575940628369930	720575940632777320	GNG	2	ACH
720575940628369930	720575940632777320	IPS_R	5	ACH
720575940627683588	720575940632777320	CAN_R	3	ACH
720575940627683588	720575940632777320	SPS_L	2	ACH
720575940627683588	720575940632777320	SPS_R	9	ACH
720575940627149723	720575940632777320	IPS_R	12	GLUT
720575940627149723	720575940632777320	SPS_R	2	GLUT
720575940619765101	720575940632777320	IPS_R	12	ACH
720575940619765101	720575940632777320	GNG	2	ACH
720575940636361573	720575940632777320	WED_R	2	ACH
720575940636361573	720575940632777320	AVLP_R	7	ACH
720575940636361573	720575940632777320	LAL_R	3	ACH
720575940636361573	720575940632777320	IPS_R	2	ACH
720575940627775375	720575940632777320	GNG	14	ACH
720575940639128646	720575940632777320	AVLP_R	11	ACH
720575940639128646	720575940632777320	LAL_R	2	ACH
720575940643467886	720575940632777320	IPS_R	13	GABA
720575940612071731	720575940632777320	GNG	2	ACH
720575940612071731	720575940632777320	IPS_R	8	ACH
720575940612071731	720575940632777320	SPS_R	3	ACH
720575940627493148	720575940632777320	IPS_R	13	ACH
720575940629715305	720575940632777320	PLP_R	3	ACH
720575940629715305	720575940632777320	SPS_R	9	ACH
720575940632032204	720575940632777320	WED_R	2	ACH
720575940632032204	720575940632777320	IPS_R	3	ACH
720575940632032204	720575940632777320	GNG	4	GABA
720575940632032204	720575940632777320	SPS_R	3	ACH
720575940613296613	720575940632777320	PVLP_R	9	ACH
720575940613296613	720575940632777320	ICL_R	3	ACH
720575940618987600	720575940632777320	AVLP_R	5	ACH
720575940618987600	720575940632777320	PLP_R	3	ACH
720575940618987600	720575940632777320	PVLP_R	4	ACH
720575940626620913	720575940632777320	IPS_R	4	ACH
720575940626620913	720575940632777320	SPS_R	5	ACH
720575940626620913	720575940632777320	WED_R	3	ACH
720575940608646665	720575940632777320	IPS_R	4	ACH
720575940608646665	720575940632777320	GNG	6	ACH
720575940608646665	720575940632777320	CAN_R	2	ACH
720575940635552948	720575940632777320	GOR_R	7	ACH
720575940635552948	720575940632777320	CAN_R	1	ACH
720575940635552948	720575940632777320	PLP_R	1	ACH
720575940635552948	720575940632777320	SPS_R	3	ACH
720575940625253649	720575940632777320	GNG	12	ACH
720575940620119279	720575940632777320	GOR_R	2	GABA
720575940620119279	720575940632777320	PLP_R	1	GABA
720575940620119279	720575940632777320	SPS_R	8	GABA
720575940620119279	720575940632777320	ICL_R	1	GABA
720575940629488902	720575940632777320	IPS_L	1	DA
720575940629488902	720575940632777320	ME_L	8	OCT
720575940629488902	720575940632777320	SPS_R	3	ACH
720575940628463468	720575940632777320	AVLP_R	12	ACH
720575940614090803	720575940632777320	PVLP_R	1	ACH
720575940614090803	720575940632777320	SPS_R	11	ACH
720575940622696944	720575940632777320	GNG	1	ACH
720575940622696944	720575940632777320	IPS_R	11	ACH
720575940614513258	720575940632777320	IPS_R	8	ACH
720575940614513258	720575940632777320	SPS_R	4	ACH
720575940613657342	720575940632777320	IPS_R	12	GABA
720575940625438483	720575940632777320	SPS_R	2	ACH
720575940625438483	720575940632777320	IPS_R	10	ACH
720575940617890901	720575940632777320	ICL_R	3	ACH
720575940617890901	720575940632777320	PVLP_R	5	ACH
720575940617890901	720575940632777320	AVLP_R	3	ACH
720575940632973048	720575940632777320	GNG	11	ACH
720575940638632381	720575940632777320	SPS_R	4	ACH
720575940638632381	720575940632777320	IPS_R	5	ACH
720575940638632381	720575940632777320	WED_R	2	ACH
720575940626044942	720575940632777320	ME_R	6	ACH
720575940626044942	720575940632777320	ME_L	2	ACH
720575940626044942	720575940632777320	CAN_R	1	GLUT
720575940626044942	720575940632777320	IPS_R	2	GABA
720575940631527016	720575940632777320	SPS_R	7	GABA
720575940631527016	720575940632777320	GNG	4	GLUT
720575940635632888	720575940632777320	GNG	11	ACH
720575940632888633	720575940632777320	ME_R	11	ACH
720575940627144138	720575940632777320	PVLP_R	1	ACH
720575940627144138	720575940632777320	WED_R	2	ACH
720575940627144138	720575940632777320	SPS_R	4	ACH
720575940627144138	720575940632777320	GNG	1	ACH
720575940627144138	720575940632777320	IPS_R	2	ACH
720575940603441632	720575940632777320	WED_R	4	GABA
720575940603441632	720575940632777320	SPS_R	2	GABA
720575940603441632	720575940632777320	IPS_R	4	GABA
720575940624231143	720575940632777320	GNG	10	GABA
720575940618984431	720575940632777320	IPS_R	6	ACH
720575940618984431	720575940632777320	GNG	4	ACH
720575940625486266	720575940632777320	CAN_R	5	GLUT
720575940625486266	720575940632777320	SPS_R	5	GLUT
720575940612612757	720575940632777320	WED_R	2	ACH
720575940612612757	720575940632777320	SPS_R	6	ACH
720575940612612757	720575940632777320	IPS_R	2	ACH
720575940616984588	720575940632777320	ME_L	10	OCT
720575940631857548	720575940632777320	ICL_R	5	GABA
720575940631857548	720575940632777320	EPA_R	2	GABA
720575940631857548	720575940632777320	GOR_R	3	GABA
720575940609713710	720575940632777320	WED_R	1	ACH
720575940609713710	720575940632777320	GNG	7	ACH
720575940609713710	720575940632777320	SPS_R	1	ACH
720575940609713710	720575940632777320	IPS_R	1	GLUT
720575940646763652	720575940632777320	IPS_R	6	ACH
720575940646763652	720575940632777320	SPS_R	4	ACH
720575940638715251	720575940632777320	SPS_R	2	ACH
720575940638715251	720575940632777320	PVLP_R	2	ACH
720575940638715251	720575940632777320	GOR_R	3	ACH
720575940638715251	720575940632777320	ICL_R	1	ACH
720575940638715251	720575940632777320	PLP_R	2	ACH
720575940615520159	720575940632777320	GNG	10	ACH
720575940614461014	720575940632777320	WED_R	8	GABA
720575940614461014	720575940632777320	SPS_R	2	GABA
720575940630181852	720575940632777320	GNG	10	GLUT
720575940629692155	720575940632777320	SPS_R	6	ACH
720575940629692155	720575940632777320	IPS_R	3	ACH
720575940616867382	720575940632777320	LAL_R	4	GABA
720575940616867382	720575940632777320	SPS_R	1	GABA
720575940616867382	720575940632777320	IPS_R	2	GABA
720575940616867382	720575940632777320	AVLP_R	2	GABA
720575940638012016	720575940632777320	ME_R	8	GABA
720575940638012016	720575940632777320	PVLP_R	1	GLUT
720575940639414144	720575940632777320	SPS_R	3	ACH
720575940639414144	720575940632777320	ICL_R	2	ACH
720575940639414144	720575940632777320	SPS_L	4	ACH
720575940609819512	720575940632777320	AVLP_R	6	ACH
720575940609819512	720575940632777320	PVLP_R	3	ACH
720575940637718912	720575940632777320	GOR_R	3	ACH
720575940637718912	720575940632777320	SPS_R	6	GABA
720575940627996285	720575940632777320	ME_R	5	ACH
720575940627996285	720575940632777320	ME_L	4	ACH
720575940625525740	720575940632777320	ME_R	3	ACH
720575940625525740	720575940632777320	ME_L	6	ACH
720575940614884502	720575940632777320	IPS_R	9	ACH
720575940617912267	720575940632777320	AVLP_R	8	GABA
720575940624574100	720575940632777320	ICL_R	4	ACH
720575940624574100	720575940632777320	GOR_R	4	ACH
720575940631173805	720575940632777320	IPS_R	4	GLUT
720575940631173805	720575940632777320	SPS_R	4	GLUT
720575940605344945	720575940632777320	SPS_R	2	ACH
720575940605344945	720575940632777320	IPS_R	6	ACH
720575940630019407	720575940632777320	GNG	8	ACH
720575940614207894	720575940632777320	ICL_R	1	ACH
720575940614207894	720575940632777320	GOR_R	3	ACH
720575940614207894	720575940632777320	SPS_R	4	ACH
720575940629708482	720575940632777320	EPA_R	4	ACH
720575940629708482	720575940632777320	AVLP_R	4	ACH
720575940623992317	720575940632777320	CAN_R	2	ACH
720575940623992317	720575940632777320	GNG	1	ACH
720575940623992317	720575940632777320	IPS_R	2	ACH
720575940623992317	720575940632777320	SPS_R	3	ACH
720575940605834882	720575940632777320	GNG	4	ACH
720575940605834882	720575940632777320	IPS_R	4	ACH
720575940639432782	720575940632777320	IPS_R	7	GABA
720575940639432782	720575940632777320	SPS_R	1	GABA
720575940625050686	720575940632777320	IPS_R	8	ACH
720575940633095137	720575940632777320	GNG	8	ACH
720575940614190022	720575940632777320	SPS_R	8	ACH
720575940624906392	720575940632777320	IB_R	2	GLUT
720575940624906392	720575940632777320	SPS_R	6	GLUT
720575940612040398	720575940632777320	SPS_L	7	GLUT
720575940612040398	720575940632777320	SPS_R	1	GLUT
720575940625978867	720575940632777320	ICL_R	4	ACH
720575940625978867	720575940632777320	GOR_R	4	SER
720575940610271129	720575940632777320	SPS_R	5	GLUT
720575940610271129	720575940632777320	CAN_R	3	GLUT
720575940610472146	720575940632777320	GNG	8	ACH
720575940622680724	720575940632777320	AVLP_R	4	ACH
720575940622680724	720575940632777320	PVLP_R	3	ACH
720575940619035003	720575940632777320	GNG	1	GABA
720575940619035003	720575940632777320	IPS_R	4	GLUT
720575940619035003	720575940632777320	SAD	2	GABA
720575940640325429	720575940632777320	IPS_R	2	GABA
720575940640325429	720575940632777320	GNG	5	ACH
720575940639179891	720575940632777320	AVLP_R	3	ACH
720575940639179891	720575940632777320	IPS_R	2	ACH
720575940639179891	720575940632777320	SPS_R	2	ACH
720575940603722412	720575940632777320	ICL_R	1	ACH
720575940603722412	720575940632777320	GOR_R	2	ACH
720575940603722412	720575940632777320	EPA_R	1	ACH
720575940603722412	720575940632777320	AVLP_R	3	ACH
720575940611929202	720575940632777320	ICL_R	1	ACH
720575940611929202	720575940632777320	GOR_R	6	ACH
720575940631097206	720575940632777320	SPS_R	6	ACH
720575940631097206	720575940632777320	PLP_R	1	ACH
720575940639257077	720575940632777320	AVLP_R	1	ACH
720575940639257077	720575940632777320	GOR_R	3	ACH
720575940639257077	720575940632777320	PVLP_R	1	ACH
720575940639257077	720575940632777320	ICL_R	2	ACH
720575940620809599	720575940632777320	WED_R	1	ACH
720575940620809599	720575940632777320	GNG	3	ACH
720575940620809599	720575940632777320	IPS_R	3	ACH
720575940606624725	720575940632777320	PVLP_R	5	ACH
720575940606624725	720575940632777320	ICL_R	1	ACH
720575940606624725	720575940632777320	AVLP_R	1	ACH
720575940611516586	720575940632777320	IPS_R	4	ACH
720575940611516586	720575940632777320	GNG	3	ACH
720575940631343464	720575940632777320	SPS_R	1	ACH
720575940631343464	720575940632777320	IPS_R	6	ACH
720575940612227880	720575940632777320	WED_R	1	ACH
720575940612227880	720575940632777320	IPS_R	4	ACH
720575940612227880	720575940632777320	SPS_R	2	ACH
720575940639789475	720575940632777320	GNG	1	ACH
720575940639789475	720575940632777320	SPS_R	2	ACH
720575940639789475	720575940632777320	CAN_R	4	ACH
720575940624579100	720575940632777320	WED_R	1	ACH
720575940624579100	720575940632777320	IPS_R	6	ACH
720575940638227253	720575940632777320	AVLP_R	6	GABA
720575940638227253	720575940632777320	ICL_R	1	GABA
720575940623455239	720575940632777320	IPS_R	6	GABA
720575940623455239	720575940632777320	GNG	1	GABA
720575940652922529	720575940632777320	IPS_R	3	ACH
720575940652922529	720575940632777320	SPS_R	4	ACH
720575940634756203	720575940632777320	GNG	7	GABA
720575940620827595	720575940632777320	ME_R	7	GLUT
720575940632311115	720575940632777320	IPS_R	7	ACH
720575940627028517	720575940632777320	ME_R	6	GABA
720575940604732350	720575940632777320	SPS_R	3	ACH
720575940604732350	720575940632777320	IPS_R	3	ACH
720575940620858606	720575940632777320	WED_R	2	ACH
720575940620858606	720575940632777320	SPS_R	2	ACH
720575940620858606	720575940632777320	AVLP_R	2	ACH
720575940620033627	720575940632777320	WED_R	1	GABA
720575940620033627	720575940632777320	IPS_R	2	GLUT
720575940620033627	720575940632777320	SPS_R	3	GABA
720575940625441003	720575940632777320	SPS_L	6	GABA
720575940624236746	720575940632777320	SPS_R	3	GLUT
720575940624236746	720575940632777320	IPS_R	3	GLUT
720575940626404337	720575940632777320	AVLP_R	2	ACH
720575940626404337	720575940632777320	PLP_R	2	ACH
720575940626404337	720575940632777320	SPS_R	2	ACH
720575940626052540	720575940632777320	ICL_R	1	DA
720575940626052540	720575940632777320	PVLP_R	1	DA
720575940626052540	720575940632777320	SPS_R	3	SER
720575940626052540	720575940632777320	SPS_L	1	DA
720575940622248453	720575940632777320	GNG	4	ACH
720575940622248453	720575940632777320	IPS_R	2	ACH
720575940615645625	720575940632777320	SPS_R	3	GLUT
720575940615645625	720575940632777320	IB_R	3	GLUT
720575940631714119	720575940632777320	WED_R	1	GABA
720575940631714119	720575940632777320	IPS_R	1	GABA
720575940631714119	720575940632777320	SPS_R	2	GABA
720575940631714119	720575940632777320	GNG	2	GLUT
720575940612424362	720575940632777320	IPS_R	6	ACH
720575940622047256	720575940632777320	SPS_R	6	GLUT
720575940625886351	720575940632777320	SPS_R	4	ACH
720575940625886351	720575940632777320	WED_R	2	ACH
720575940618089851	720575940632777320	PVLP_R	1	ACH
720575940618089851	720575940632777320	SPS_R	1	ACH
720575940618089851	720575940632777320	AVLP_R	4	ACH
720575940630085583	720575940632777320	IPS_R	4	ACH
720575940630085583	720575940632777320	SPS_R	1	ACH
720575940630085583	720575940632777320	GNG	1	ACH
720575940626046919	720575940632777320	EPA_R	2	ACH
720575940626046919	720575940632777320	AVLP_R	3	ACH
720575940626046919	720575940632777320	GOR_R	1	ACH
720575940647784569	720575940632777320	SPS_R	6	GLUT
720575940622998627	720575940632777320	ICL_R	6	GABA
720575940606218528	720575940632777320	SPS_R	6	GLUT
720575940631923909	720575940632777320	ME_R	6	GABA
720575940638627038	720575940632777320	SPS_R	6	ACH
720575940604079532	720575940632777320	GNG	6	ACH
720575940634790648	720575940632777320	SPS_R	5	GABA
720575940634790648	720575940632777320	IPS_R	1	GLUT
720575940621943018	720575940632777320	SPS_R	6	ACH
720575940659009409	720575940632777320	IPS_R	3	ACH
720575940659009409	720575940632777320	WED_R	3	ACH
720575940620031308	720575940632777320	PVLP_R	2	GABA
720575940620031308	720575940632777320	EPA_R	3	GABA
720575940622551477	720575940632777320	IPS_R	3	ACH
720575940622551477	720575940632777320	SPS_R	2	ACH
720575940640163773	720575940632777320	ME_R	5	ACH
720575940627909379	720575940632777320	IPS_R	4	ACH
720575940627909379	720575940632777320	SPS_R	1	ACH
720575940653288097	720575940632777320	WED_R	2	GABA
720575940653288097	720575940632777320	LAL_R	1	GABA
720575940653288097	720575940632777320	AVLP_R	2	GABA
720575940615622050	720575940632777320	ME_R	5	ACH
720575940604470240	720575940632777320	ICL_R	1	GABA
720575940604470240	720575940632777320	EPA_R	1	GABA
720575940604470240	720575940632777320	GOR_R	3	GABA
720575940630012663	720575940632777320	GNG	5	ACH
720575940631407427	720575940632777320	EPA_R	1	ACH
720575940631407427	720575940632777320	ICL_R	1	ACH
720575940631407427	720575940632777320	GOR_R	1	ACH
720575940631407427	720575940632777320	AVLP_R	2	ACH
720575940627848196	720575940632777320	GOR_R	1	ACH
720575940627848196	720575940632777320	ICL_R	4	ACH
720575940627175445	720575940632777320	GNG	5	ACH
720575940624342825	720575940632777320	GNG	5	GLUT
720575940638477621	720575940632777320	PVLP_R	5	ACH
720575940637846643	720575940632777320	SPS_R	3	ACH
720575940637846643	720575940632777320	WED_R	2	ACH
720575940619064065	720575940632777320	PLP_R	3	ACH
720575940619064065	720575940632777320	SPS_R	2	ACH
720575940610455781	720575940632777320	SPS_R	1	ACH
720575940610455781	720575940632777320	AVLP_R	1	ACH
720575940610455781	720575940632777320	PVLP_R	2	ACH
720575940610455781	720575940632777320	GOR_R	1	ACH
720575940626664235	720575940632777320	GNG	5	ACH
720575940606421122	720575940632777320	WED_R	2	ACH
720575940606421122	720575940632777320	GNG	3	GABA
720575940613915823	720575940632777320	GNG	5	ACH
720575940622235969	720575940632777320	ICL_R	5	ACH
720575940633336601	720575940632777320	GNG	5	GLUT
720575940628041082	720575940632777320	SPS_R	5	GABA
720575940630403031	720575940632777320	GNG	5	ACH
720575940640168637	720575940632777320	SPS_R	2	GABA
720575940640168637	720575940632777320	WED_R	1	GABA
720575940640168637	720575940632777320	AVLP_R	2	GABA
720575940611938457	720575940632777320	GOR_R	1	ACH
720575940611938457	720575940632777320	SPS_R	1	ACH
720575940611938457	720575940632777320	PLP_R	3	ACH
720575940630006521	720575940632777320	AVLP_R	5	ACH
720575940620091457	720575940632777320	SPS_R	2	ACH
720575940620091457	720575940632777320	AVLP_R	1	ACH
720575940620091457	720575940632777320	PVLP_R	2	ACH
720575940633264888	720575940632777320	GNG	5	ACH
720575940625965374	720575940632777320	IPS_R	3	ACH
720575940625965374	720575940632777320	SPS_R	2	ACH
720575940638360798	720575940632777320	AVLP_R	1	GABA
720575940638360798	720575940632777320	PVLP_R	4	GABA
720575940616649501	720575940632777320	ICL_R	4	ACH
720575940616649501	720575940632777320	GOR_R	1	ACH
720575940613493733	720575940632777320	ME_L	4	ACH
720575940613493733	720575940632777320	ME_R	1	ACH
720575940608662318	720575940632777320	AVLP_R	5	ACH
720575940639621760	720575940632777320	IPS_R	3	GLUT
720575940639621760	720575940632777320	SPS_R	2	GABA
720575940639156799	720575940632777320	ME_R	5	ACH
720575940629794348	720575940632777320	AVLP_R	5	ACH
720575940632777320	720575940623025413	PVLP_R	1	ACH
720575940632777320	720575940623025413	ME_R	76	ACH
720575940632777320	720575940623025413	AME_R	2	ACH
720575940632777320	720575940623025413	IPS_R	1	ACH
